timestamp,open,high,low,close,volume
1759624220,45000.0,45754.77,45000.0,45449.27,122.94
1759624400,45449.27,45883.03,44764.5,45323.76,166.1
1759624580,45323.76,46504.55,45323.76,45914.7,84.23
1759624760,45914.7,47662.61,45914.7,47334.8,138.5
1759624940,47334.8,47698.37,46528.93,47113.65,97.87
1759625120,47113.65,47177.11,46609.98,46893.55,157.51
1759625300,46893.55,48785.32,46893.55,48398.28,74.95
1759625480,48398.28,49465.2,48398.28,49146.86,97.24
1759625660,49146.86,49219.56,48155.56,48687.56,103.76
1759625840,48687.56,49475.02,48687.56,49218.75,64.54
1759626020,49218.75,49218.75,48379.2,48764.69,148.96
1759626200,48764.69,48764.69,48023.41,48312.57,134.1
1759626380,48312.57,48847.87,48246.0,48546.93,81.74
1759626560,48546.93,48546.93,46410.27,46724.35,60.08
1759626740,46724.35,46724.35,44611.19,45139.92,119.51
1759626920,45139.92,45229.25,44041.02,44635.14,64.83
1759627100,44635.14,44635.14,43458.07,43740.08,95.97
1759627280,43740.08,44573.03,43458.66,44015.85,95.86
1759627460,44015.85,44015.85,42831.06,43223.71,95.24
1759627640,43223.71,43223.71,41776.08,42019.89,190.92
1759627820,42019.89,43723.55,42019.89,43269.85,168.17
1759628000,43269.85,43573.87,42575.95,43074.91,127.14
1759628180,43074.91,43387.47,42878.78,43133.12,146.41
1759628360,43133.12,43133.12,41646.65,41921.39,112.16
1759628540,41921.39,41935.66,40999.23,41467.44,167.33
1759628720,41467.44,42052.04,41067.04,41559.54,150.73
1759628900,41559.54,41559.54,40350.17,40613.77,101.92
1759629080,40613.77,41142.25,40613.77,40920.09,157.92
1759629260,40920.09,41018.77,39844.17,40431.47,89.62
1759629440,40431.47,40432.52,39960.05,40196.28,121.34
1759629620,40196.28,40254.28,39176.64,39715.46,132.8
1759629800,39715.46,41439.68,39715.46,41214.33,196.14
1759629980,41214.33,41750.65,40655.76,41203.21,69.74
1759630160,41203.21,41203.21,39767.18,40340.74,117.6
1759630340,40340.74,41367.44,40340.74,41009.87,119.16
1759630520,41009.87,41009.87,39486.56,40020.67,148.92
1759630700,40020.67,40412.94,39963.44,40188.19,193.64
1759630880,40188.19,40188.19,38393.22,38643.55,161.84
1759631060,38643.55,38643.55,37203.01,37630.55,78.13
1759631240,37630.55,38032.4,37525.6,37779.0,180.55
1759631420,37779.0,38693.73,37779.0,38341.11,148.19
